Tweet,Clean Tweet,Lower Tweet,Tokenize,Stemming,Stopwords,Filter By Length,Label
@anteraja_id masih pick up paket ga sih? kok paketku blum dipick up pick up ya? apa harus ke counter nya?,masih pick up paket ga sih kok paketku blum dipick up pick up ya apa harus ke counter nya,masih pick up paket ga sih kok paketku blum dipick up pick up ya apa harus ke counter nya,"['masih', 'pick', 'up', 'paket', 'ga', 'sih', 'kok', 'paketku', 'blum', 'dipick', 'up', 'pick', 'up', 'ya', 'apa', 'harus', 'ke', 'counter', 'nya']","masih,pick,up,paket,ga,sih,kok,paket,blum,dipick,up,pick,up,ya,apa,harus,ke,counter,nya","masih,pick,up,paket,ga,sih,kok,paket,blum,dipick,up,pick,up,ya,apa,harus,ke,counter,nya","masih,pick,paket,paket,blum,dipick,pick,harus,counter",netral
@anteraja_id @C_IndahJKT48 Apa si lo gk diajak🥴,Apa si lo gk diajak,apa si lo gk diajak,"['apa', 'si', 'lo', 'gk', 'diajak']","apa,si,lo,gk,ajak","apa,si,lo,gk,ajak",ajak,netral
Haloooo ada apa dengan @anteraja_id????? Ini mengecewakan sekali. Padahal paket yg di pesan dengan waktu yg sama dengan ekspedisi yg berbeda udah sampai. Dan ga terjadi sekali dua kali. Please lah tolong perbaiki ada apa dengan @anteraja_id jakarta timur https://t.co/n1eLWbtlUS,Haloooo ada apa dengan Ini mengecewakan sekali Padahal paket yg di pesan dengan waktu yg sama dengan ekspedisi yg berbeda udah sampai Dan ga terjadi sekali dua kali Please lah tolong perbaiki ada apa dengan jakarta timur,haloooo ada apa dengan ini mengecewakan sekali padahal paket yg di pesan dengan waktu yg sama dengan ekspedisi yg berbeda udah sampai dan ga terjadi sekali dua kali please lah tolong perbaiki ada apa dengan jakarta timur,"['haloooo', 'ada', 'apa', 'dengan', 'ini', 'mengecewakan', 'sekali', 'padahal', 'paket', 'yg', 'di', 'pesan', 'dengan', 'waktu', 'yg', 'sama', 'dengan', 'ekspedisi', 'yg', 'berbeda', 'udah', 'sampai', 'dan', 'ga', 'terjadi', 'sekali', 'dua', 'kali', 'please', 'lah', 'tolong', 'perbaiki', 'ada', 'apa', 'dengan', 'jakarta', 'timur']","haloooo,ada,apa,dengan,ini,kecewa,sekali,padahal,paket,yg,di,pesan,dengan,waktu,yg,sama,dengan,ekspedisi,yg,beda,udah,sampai,dan,ga,jadi,sekali,dua,kali,please,lah,tolong,baik,ada,apa,dengan,jakarta,timur","haloooo,ada,apa,dengan,ini,kecewa,sekali,padahal,paket,yg,di,pesan,dengan,waktu,yg,sama,dengan,ekspedisi,yg,beda,udah,sampai,dan,ga,jadi,sekali,dua,kali,please,lah,tolong,baik,ada,apa,dengan,jakarta,timur","haloooo,dengan,kecewa,sekali,padahal,paket,pesan,dengan,waktu,sama,dengan,ekspedisi,beda,udah,sampai,jadi,sekali,kali,please,tolong,baik,dengan,jakarta,timur",negatif
@eysaa_a @S_FloraJKT48 @anteraja_id ENGGA DONG https://t.co/QQYBsUOeJH,ENGGA DONG,engga dong,"['engga', 'dong']","engga,dong","engga,dong","engga,dong",netral
@anteraja_id thank u mimin tau aja nih,thank mimin tau aja nih,thank mimin tau aja nih,"['thank', 'mimin', 'tau', 'aja', 'nih']","thank,mimin,tau,aja,nih","thank,mimin,tau,aja,nih","thank,mimin",positif
"@C_IndahJKT48 Kirain A dari KAMI Anteraja, kak Indah. 🫣",Kirain dari KAMI Anteraja kak Indah,kirain dari kami anteraja kak indah,"['kirain', 'dari', 'kami', 'anteraja', 'kak', 'indah']","kirain,dari,kami,anteraja,kak,indah","kirain,dari,kami,anteraja,kak,indah","kirain,dari,kami,anteraja,indah",netral
@anteraja_id Cimtaku🥰,Cimtaku,cimtaku,['cimtaku'],cimtaku,cimtaku,cimtaku,netral
@anteraja_id kak paketan sya ga sampe2 uda 3 hari lohh. Padahal pake layanan Nexday. Gmn ini,kak paketan sya ga sampe uda hari lohh Padahal pake layanan Nexday Gmn ini,kak paketan sya ga sampe uda hari lohh padahal pake layanan nexday gmn ini,"['kak', 'paketan', 'sya', 'ga', 'sampe', 'uda', 'hari', 'lohh', 'padahal', 'pake', 'layanan', 'nexday', 'gmn', 'ini']","kak,paket,sya,ga,sampe,uda,hari,lohh,padahal,pake,layan,nexday,gmn,ini","kak,paket,sya,ga,sampe,uda,hari,lohh,padahal,pake,layan,nexday,gmn,ini","paket,sampe,hari,lohh,padahal,pake,layan,nexday",negatif
@DtysRanger @S_FloraJKT48 @anteraja_id Halah tadi ae ngetagnya chika jugaa... coba chk upload poto jg bebebnya nambah tu,Halah tadi ae ngetagnya chika jugaa coba chk upload poto jg bebebnya nambah tu,halah tadi ae ngetagnya chika jugaa coba chk upload poto jg bebebnya nambah tu,"['halah', 'tadi', 'ae', 'ngetagnya', 'chika', 'jugaa', 'coba', 'chk', 'upload', 'poto', 'jg', 'bebebnya', 'nambah', 'tu']","halah,tadi,ae,ngetagnya,chika,jugaa,coba,chk,upload,poto,jg,bebebnya,nambah,tu","halah,tadi,ae,ngetagnya,chika,jugaa,coba,chk,upload,poto,jg,bebebnya,nambah,tu","halah,tadi,ngetagnya,chika,jugaa,coba,upload,poto,bebebnya,nambah",netral
@anteraja_id https://t.co/4AhUOk4fXI,,,[],,,,netral
@anteraja_id Cdm,Cdm,cdm,['cdm'],cdm,cdm,,netral
@S_FloraJKT48 @anteraja_id emng @eysaa_a peduli kan bebebku 👍👍,emng peduli kan bebebku,emng peduli kan bebebku,"['emng', 'peduli', 'kan', 'bebebku']","emng,peduli,kan,bebebku","emng,peduli,kan,bebebku","emng,peduli,bebebku",netral
"@S_FloraJKT48 Pake harapan flora ..., tapi dapet foto dari @anteraja_id di post ig cakep banget",Pake harapan flora tapi dapet foto dari di post ig cakep banget,pake harapan flora tapi dapet foto dari di post ig cakep banget,"['pake', 'harapan', 'flora', 'tapi', 'dapet', 'foto', 'dari', 'di', 'post', 'ig', 'cakep', 'banget']","pake,harap,flora,tapi,dapet,foto,dari,di,post,ig,cakep,banget","pake,harap,flora,tapi,dapet,foto,dari,di,post,ig,cakep,banget","pake,harap,flora,tapi,dapet,foto,dari,post,cakep,banget",netral
@anteraja_id Sekilas kukira nadila wkwkwk,Sekilas kukira nadila wkwkwk,sekilas kukira nadila wkwkwk,"['sekilas', 'kukira', 'nadila', 'wkwkwk']","kilas,kira,nadila,wkwkwk","kilas,kira,nadila,wkwkwk","kilas,kira,nadila,wkwkwk",netral
@anteraja_id Cek dm min,Cek dm min,cek dm min,"['cek', 'dm', 'min']","cek,dm,min","cek,dm,min",,negatif
@anteraja_id Akhhhhhh floraaaaa,Akhhhhhh floraaaaa,akhhhhhh floraaaaa,"['akhhhhhh', 'floraaaaa']","akhhhhhh,floraaaaa","akhhhhhh,floraaaaa","akhhhhhh,floraaaaa",netral
@anteraja_id 🙏🙏,,,[],,,,netral
@anteraja_id Makasi min,Makasi min,makasi min,"['makasi', 'min']","makas,min","makas,min",makas,positif
@anteraja_id @FloRisenID kapan ada photopack ini😭,kapan ada photopack ini,kapan ada photopack ini,"['kapan', 'ada', 'photopack', 'ini']","kapan,ada,photopack,ini","kapan,ada,photopack,ini","kapan,photopack",netral
@anteraja_id @MTaufikst48 Anter aja X Sungut Lele kapan mint,Anter aja Sungut Lele kapan mint,anter aja sungut lele kapan mint,"['anter', 'aja', 'sungut', 'lele', 'kapan', 'mint']","anter,aja,sungut,lele,kapan,mint","anter,aja,sungut,lele,kapan,mint","anter,sungut,lele,kapan,mint",netral
"@anteraja_id lama banget woe pelayanan lu, udah pick up H+1 dari request, sekarang 24jam didiemin doang di airport kota asal, lelet kerjanya https://t.co/s1812pCihW",lama banget woe pelayanan lu udah pick up dari request sekarang jam didiemin doang di airport kota asal lelet kerjanya,lama banget woe pelayanan lu udah pick up dari request sekarang jam didiemin doang di airport kota asal lelet kerjanya,"['lama', 'banget', 'woe', 'pelayanan', 'lu', 'udah', 'pick', 'up', 'dari', 'request', 'sekarang', 'jam', 'didiemin', 'doang', 'di', 'airport', 'kota', 'asal', 'lelet', 'kerjanya']","lama,banget,woe,layan,lu,udah,pick,up,dari,request,sekarang,jam,didiemin,doang,di,airport,kota,asal,lelet,kerja","lama,banget,woe,layan,lu,udah,pick,up,dari,request,sekarang,jam,didiemin,doang,di,airport,kota,asal,lelet,kerja","lama,banget,layan,udah,pick,dari,request,sekarang,didiemin,doang,airport,kota,asal,lelet,kerja",negatif
@anteraja_id ayang flora cakep betulll😳,ayang flora cakep betulll,ayang flora cakep betulll,"['ayang', 'flora', 'cakep', 'betulll']","ayang,flora,cakep,betulll","ayang,flora,cakep,betulll","ayang,flora,cakep,betulll",netral
@anteraja_id 🔥,,,[],,,,netral
"Reply with a 🔥 and we’ll give you kata-kata penyemangat puasa!

Sebentar lagi berbuka nih 🤭",Reply with and we ll give you katakata penyemangat puasa Sebentar lagi berbuka nih,reply with and we ll give you katakata penyemangat puasa sebentar lagi berbuka nih,"['reply', 'with', 'and', 'we', 'll', 'give', 'you', 'katakata', 'penyemangat', 'puasa', 'sebentar', 'lagi', 'berbuka', 'nih']","reply,with,and,we,ll,give,you,katakata,semangat,puasa,sebentar,lagi,buka,nih","reply,with,and,we,ll,give,you,katakata,semangat,puasa,sebentar,lagi,buka,nih","reply,with,give,katakata,semangat,puasa,sebentar,lagi,buka",netral
@anteraja_id woy paket gw dmn,woy paket gw dmn,woy paket gw dmn,"['woy', 'paket', 'gw', 'dmn']","woy,paket,gw,dmn","woy,paket,gw,dmn",paket,negatif
@anteraja_id Oshi gw mna mint?,Oshi gw mna mint,oshi gw mna mint,"['oshi', 'gw', 'mna', 'mint']","oshi,gw,mna,mint","oshi,gw,mna,mint","oshi,mint",negatif
@anteraja_id Cantik banget,Cantik banget,cantik banget,"['cantik', 'banget']","cantik,banget","cantik,banget","cantik,banget",netral
@anteraja_id Christy mana bang,Christy mana bang,christy mana bang,"['christy', 'mana', 'bang']","christy,mana,bang","christy,mana,bang","christy,mana,bang",netral
@anteraja_id Thanks,Thanks,thanks,['thanks'],thanks,thanks,thanks,netral
@anteraja_id lah ngepost2 cewe gua lu min,lah ngepost cewe gua lu min,lah ngepost cewe gua lu min,"['lah', 'ngepost', 'cewe', 'gua', 'lu', 'min']","lah,ngepost,cewe,gua,lu,min","lah,ngepost,cewe,gua,lu,min","ngepost,cewe",netral
@anteraja_id @piscvely @F_Astri17 Alhamdulillah terimakasih,Alhamdulillah terimakasih,alhamdulillah terimakasih,"['alhamdulillah', 'terimakasih']","alhamdulillah,terimakasih","alhamdulillah,terimakasih","alhamdulillah,terimakasih",netral
@anteraja_id kenapa beberapa kali begini???? Dengan kendala yg sama. Helooo?? @anteraja_id  Adapa yaaa?? Ini baru 3 yg ku post. Kecewa asli https://t.co/j9BDOVrgGs,kenapa beberapa kali begini Dengan kendala yg sama Helooo Adapa yaaa Ini baru yg ku post Kecewa asli,kenapa beberapa kali begini dengan kendala yg sama helooo adapa yaaa ini baru yg ku post kecewa asli,"['kenapa', 'beberapa', 'kali', 'begini', 'dengan', 'kendala', 'yg', 'sama', 'helooo', 'adapa', 'yaaa', 'ini', 'baru', 'yg', 'ku', 'post', 'kecewa', 'asli']","kenapa,beberapa,kali,begini,dengan,kendala,yg,sama,helooo,adapa,yaaa,ini,baru,yg,ku,post,kecewa,asli","kenapa,beberapa,kali,begini,dengan,kendala,yg,sama,helooo,adapa,yaaa,ini,baru,yg,ku,post,kecewa,asli","kenapa,beberapa,kali,begini,dengan,kendala,sama,helooo,adapa,yaaa,baru,post,kecewa,asli",negatif
"@karimpangestu @ArieztAlwand @Tehidol @vvotanet @f10ves Coba ditanyakan ke seller @anteraja_id yang ada di Sukabumi kak, itu paketnya udah di tangan kurir nya",Coba ditanyakan ke seller yang ada di Sukabumi kak itu paketnya udah di tangan kurir nya,coba ditanyakan ke seller yang ada di sukabumi kak itu paketnya udah di tangan kurir nya,"['coba', 'ditanyakan', 'ke', 'seller', 'yang', 'ada', 'di', 'sukabumi', 'kak', 'itu', 'paketnya', 'udah', 'di', 'tangan', 'kurir', 'nya']","coba,tanya,ke,seller,yang,ada,di,sukabumi,kak,itu,paket,udah,di,tangan,kurir,nya","coba,tanya,ke,seller,yang,ada,di,sukabumi,kak,itu,paket,udah,di,tangan,kurir,nya","coba,tanya,seller,yang,sukabumi,paket,udah,tangan,kurir",netral
@anteraja_id Ini dia menu buka puasa hari ini 🥰🥰🥰🥰🥰,Ini dia menu buka puasa hari ini,ini dia menu buka puasa hari ini,"['ini', 'dia', 'menu', 'buka', 'puasa', 'hari', 'ini']","ini,dia,menu,buka,puasa,hari,ini","ini,dia,menu,buka,puasa,hari,ini","menu,buka,puasa,hari",netral
"@anteraja_id KYAAAAA FURORA CHWAAANNN 😍
ARIGATOUUU ANTERU-SAN 🙏",KYAAAAA FURORA CHWAAANNN ARIGATOUUU ANTERUSAN,kyaaaaa furora chwaaannn arigatouuu anterusan,"['kyaaaaa', 'furora', 'chwaaannn', 'arigatouuu', 'anterusan']","kyaaaaa,furora,chwaaannn,arigatouuu,anterusan","kyaaaaa,furora,chwaaannn,arigatouuu,anterusan","kyaaaaa,furora,chwaaannn,arigatouuu,anterusan",netral
@anteraja_id Neng mplor 😍,Neng mplor,neng mplor,"['neng', 'mplor']","neng,mplor","neng,mplor","neng,mplor",netral
@anteraja_id Min bgmna ini? Blm ada keterangan berlanjut hari ini https://t.co/C3Pq8SzUhp,Min bgmna ini Blm ada keterangan berlanjut hari ini,min bgmna ini blm ada keterangan berlanjut hari ini,"['min', 'bgmna', 'ini', 'blm', 'ada', 'keterangan', 'berlanjut', 'hari', 'ini']","min,bgmna,ini,blm,ada,terang,lanjut,hari,ini","min,bgmna,ini,blm,ada,terang,lanjut,hari,ini","bgmna,terang,lanjut,hari",netral
@anteraja_id Makasih admin 😁,Makasih admin,makasih admin,"['makasih', 'admin']","makasih,admin","makasih,admin","makasih,admin",netral
@anteraja_id FLOOOOOOOOOOOOOOOOOOOOOOOOOOO,FLOOOOOOOOOOOOOOOOOOOOOOOOOOO,flooooooooooooooooooooooooooo,['flooooooooooooooooooooooooooo'],flooooooooooooooooooooooooooo,flooooooooooooooooooooooooooo,,netral
@anteraja_id Peghh,Peghh,peghh,['peghh'],peghh,peghh,peghh,netral
@anteraja_id pengen cubit dhh,pengen cubit dhh,pengen cubit dhh,"['pengen', 'cubit', 'dhh']","ken,cubit,dhh","ken,cubit,dhh",cubit,netral
@anteraja_id Lucuuuu nyaa,Lucuuuu nyaa,lucuuuu nyaa,"['lucuuuu', 'nyaa']","lucuuuu,nyaa","lucuuuu,nyaa","lucuuuu,nyaa",netral
"@anteraja_id min, paket dengan resi 10006929031176 kok stuck di hub jakarta utara udah 2 hari? masa dari jakarta timur ke depok bisa sampe 3 hari lebih pake reguler min🙄",min paket dengan resi kok stuck di hub jakarta utara udah hari masa dari jakarta timur ke depok bisa sampe hari lebih pake reguler min,min paket dengan resi kok stuck di hub jakarta utara udah hari masa dari jakarta timur ke depok bisa sampe hari lebih pake reguler min,"['min', 'paket', 'dengan', 'resi', 'kok', 'stuck', 'di', 'hub', 'jakarta', 'utara', 'udah', 'hari', 'masa', 'dari', 'jakarta', 'timur', 'ke', 'depok', 'bisa', 'sampe', 'hari', 'lebih', 'pake', 'reguler', 'min']","min,paket,dengan,resi,kok,stuck,di,hub,jakarta,utara,udah,hari,masa,dari,jakarta,timur,ke,depok,bisa,sampe,hari,lebih,pake,reguler,min","min,paket,dengan,resi,kok,stuck,di,hub,jakarta,utara,udah,hari,masa,dari,jakarta,timur,ke,depok,bisa,sampe,hari,lebih,pake,reguler,min","paket,dengan,resi,stuck,jakarta,utara,udah,hari,masa,dari,jakarta,timur,depok,bisa,sampe,hari,lebih,pake,reguler",negatif
"@anteraja_id mau dong kalo satria nya kek gini, auto nungguin depan pintu..",mau dong kalo satria nya kek gini auto nungguin depan pintu,mau dong kalo satria nya kek gini auto nungguin depan pintu,"['mau', 'dong', 'kalo', 'satria', 'nya', 'kek', 'gini', 'auto', 'nungguin', 'depan', 'pintu']","mau,dong,kalo,satria,nya,kek,gin,auto,nungguin,depan,pintu","mau,dong,kalo,satria,nya,kek,gin,auto,nungguin,depan,pintu","dong,kalo,satria,auto,nungguin,depan,pintu",netral
@anteraja_id @AhmadRahardyan,,,[],,,,netral
@anteraja_id hastag nya ademin tl min,hastag nya ademin tl min,hastag nya ademin tl min,"['hastag', 'nya', 'ademin', 'tl', 'min']","hastag,nya,ademin,tl,min","hastag,nya,ademin,tl,min","hastag,ademin",netral
@anteraja_id @f10ves Buset buset 🫠,Buset buset,buset buset,"['buset', 'buset']","buset,buset","buset,buset","buset,buset",netral
@anteraja_id cantik,cantik,cantik,['cantik'],cantik,cantik,cantik,netral
"@anteraja_id Sering² aja min upload yg ada Flora nya, soal y dia jarang pap 😇",Sering aja min upload yg ada Flora nya soal dia jarang pap,sering aja min upload yg ada flora nya soal dia jarang pap,"['sering', 'aja', 'min', 'upload', 'yg', 'ada', 'flora', 'nya', 'soal', 'dia', 'jarang', 'pap']","sering,aja,min,upload,yg,ada,flora,nya,soal,dia,jarang,pap","sering,aja,min,upload,yg,ada,flora,nya,soal,dia,jarang,pap","sering,upload,flora,soal,jarang",netral
@anteraja_id Waini,Waini,waini,['waini'],waini,waini,waini,netral
"@anteraja_id @f10ves Tapi min, kok kemarin bukan mbak ini yg kirim paketnya.",Tapi min kok kemarin bukan mbak ini yg kirim paketnya,tapi min kok kemarin bukan mbak ini yg kirim paketnya,"['tapi', 'min', 'kok', 'kemarin', 'bukan', 'mbak', 'ini', 'yg', 'kirim', 'paketnya']","tapi,min,kok,kemarin,bukan,mbak,ini,yg,kirim,paket","tapi,min,kok,kemarin,bukan,mbak,ini,yg,kirim,paket","tapi,kemarin,bukan,mbak,kirim,paket",netral
@anteraja_id adududuu,adududuu,adududuu,['adududuu'],adududuu,adududuu,adududuu,netral
@anteraja_id Free 2 shotnya kapan? 😔☝️,Free shotnya kapan,free shotnya kapan,"['free', 'shotnya', 'kapan']","free,shotnya,kapan","free,shotnya,kapan","free,shotnya,kapan",netral
@Zulkarnaen9115 https://t.co/sL5wTPYw6n,,,[],,,,netral
@anteraja_id @MTaufikst48 https://t.co/7xfC0yZeL5,,,[],,,,netral
"@anteraja_id BAIKNYA RAMADAN #PastiBagiHadiah #BaiknyaRamadan
@Zaka_R17 @Zackersj @azackri",BAIKNYA RAMADAN PastiBagiHadiah BaiknyaRamadan,baiknya ramadan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan",netral
@wahyupeye https://t.co/hxZOYy6XHJ,,,[],,,,netral
@Tehidol https://t.co/wkK5Mwg1us,,,[],,,,netral
@Abet_424 https://t.co/sc3yjikQQ5,,,[],,,,netral
@arsaramadhani16 https://t.co/wH0In3jiKr,,,[],,,,netral
@f10ves https://t.co/BoCFQBLEeA,,,[],,,,netral
@anteraja_id Waini!!!?,Waini,waini,['waini'],waini,waini,waini,netral
"@anteraja_id BAIKNYA RAMADAN #PastiBagiHadiah #BaiknyaRamadan 
@nabawisasi @andi_angler57 @woodeiy",BAIKNYA RAMADAN PastiBagiHadiah BaiknyaRamadan,baiknya ramadan pastibagihadiah baiknyaramadan,"['baiknya', 'ramadan', 'pastibagihadiah', 'baiknyaramadan']","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan","baik,ramadan,pastibagihadiah,baiknyaramadan",netral
Halo @anteraja_id tlong cek resi sya 10006930707622 in dr kebumen k jkrt emank lewat bantul ya???? https://t.co/5Oj2g5LouH,Halo tlong cek resi sya in dr kebumen jkrt emank lewat bantul ya,halo tlong cek resi sya in dr kebumen jkrt emank lewat bantul ya,"['halo', 'tlong', 'cek', 'resi', 'sya', 'in', 'dr', 'kebumen', 'jkrt', 'emank', 'lewat', 'bantul', 'ya']","halo,tlong,cek,resi,sya,in,dr,kebumen,jkrt,emank,lewat,bantul,ya","halo,tlong,cek,resi,sya,in,dr,kebumen,jkrt,emank,lewat,bantul,ya","halo,tlong,resi,kebumen,jkrt,emank,lewat,bantul",negatif
@anteraja_id Makasih makasih makasih miaw ฅ⁠^⁠•⁠ﻌ⁠•⁠^⁠ฅ https://t.co/99onCbRyAU,Makasih makasih makasih miaw,makasih makasih makasih miaw,"['makasih', 'makasih', 'makasih', 'miaw']","makasih,makasih,makasih,miaw","makasih,makasih,makasih,miaw","makasih,makasih,makasih,miaw",positif
@yunanalamsyah15 https://t.co/zxK4tKYFDP,,,[],,,,netral
"@AnterajaCare @anteraja_id min, cek dm",min cek dm,min cek dm,"['min', 'cek', 'dm']","min,cek,dm","min,cek,dm",,negatif
@bootemm https://t.co/DLwuj9vPjV,,,[],,,,netral
"@anteraja_id aman min tenang aja, oshi saya ituu wkwkw",aman min tenang aja oshi saya ituu wkwkw,aman min tenang aja oshi saya ituu wkwkw,"['aman', 'min', 'tenang', 'aja', 'oshi', 'saya', 'ituu', 'wkwkw']","aman,min,tenang,aja,oshi,saya,ituu,wkwkw","aman,min,tenang,aja,oshi,saya,ituu,wkwkw","aman,tenang,oshi,saya,ituu,wkwkw",netral
@anteraja_id https://t.co/cvbFxX3rbu,,,[],,,,netral
@aryabphe_ https://t.co/d61hBBcstB,,,[],,,,netral
@MTaufikst48 https://t.co/Xj1wAIIkBC,,,[],,,,netral
@_28_Gi https://t.co/eedbbbMCYQ,,,[],,,,netral
@anteraja_id @andiano_dewata,,,[],,,,netral
Free wallpaper ✌️ https://t.co/JJz98ZDYJj,Free wallpaper,free wallpaper,"['free', 'wallpaper']","free,wallpaper","free,wallpaper","free,wallpaper",netral
@anteraja_id Min udah di kirim ya DM nya,Min udah di kirim ya DM nya,min udah di kirim ya dm nya,"['min', 'udah', 'di', 'kirim', 'ya', 'dm', 'nya']","min,udah,di,kirim,ya,dm,nya","min,udah,di,kirim,ya,dm,nya","udah,kirim",netral
@ardiadriannn @Y_ChikaJKT48 @NAVY_INA 🫶,,,[],,,,netral
"Cek postingan terakhir di Instagram kita, siapa tau itu Oshi-mu 🫶✌️",Cek postingan terakhir di Instagram kita siapa tau itu Oshimu,cek postingan terakhir di instagram kita siapa tau itu oshimu,"['cek', 'postingan', 'terakhir', 'di', 'instagram', 'kita', 'siapa', 'tau', 'itu', 'oshimu']","cek,postingan,akhir,di,instagram,kita,siapa,tau,itu,oshimu","cek,postingan,akhir,di,instagram,kita,siapa,tau,itu,oshimu","postingan,akhir,instagram,kita,siapa,oshimu",netral
"@anteraja_id 
10006917928235 min ini ada notif paket akan direturn,ini bukan paket COD dan blm diantar kan",min ini ada notif paket akan direturnini bukan paket COD dan blm diantar kan,min ini ada notif paket akan direturnini bukan paket cod dan blm diantar kan,"['min', 'ini', 'ada', 'notif', 'paket', 'akan', 'direturnini', 'bukan', 'paket', 'cod', 'dan', 'blm', 'diantar', 'kan']","min,ini,ada,notif,paket,akan,direturnini,bukan,paket,cod,dan,blm,antar,kan","min,ini,ada,notif,paket,akan,direturnini,bukan,paket,cod,dan,blm,antar,kan","notif,paket,akan,direturnini,bukan,paket,antar",netral
lemot banget plis @anteraja_id https://t.co/zN74imEXUB,lemot banget plis,lemot banget plis,"['lemot', 'banget', 'plis']","lot,banget,plis","lot,banget,plis","banget,plis",negatif
@anteraja_id Ekspedisi ini kalau order Sameday biasanya jadi entah kapan day!!,Ekspedisi ini kalau order Sameday biasanya jadi entah kapan day,ekspedisi ini kalau order sameday biasanya jadi entah kapan day,"['ekspedisi', 'ini', 'kalau', 'order', 'sameday', 'biasanya', 'jadi', 'entah', 'kapan', 'day']","ekspedisi,ini,kalau,order,sameday,biasa,jadi,entah,kapan,day","ekspedisi,ini,kalau,order,sameday,biasa,jadi,entah,kapan,day","ekspedisi,kalau,order,sameday,biasa,jadi,entah,kapan",negatif
"@anteraja_id hallo min, tlng baca dm ya",hallo min tlng baca dm ya,hallo min tlng baca dm ya,"['hallo', 'min', 'tlng', 'baca', 'dm', 'ya']","hallo,min,tlng,baca,dm,ya","hallo,min,tlng,baca,dm,ya","hallo,tlng,baca",negatif
"Min @anteraja_id @AnterajaCare , pengiriman pake Next Day, kenapa udah hari ke-3 belom sampe2? Ada kompensasinya ngga nih? Bayar NextDay dapetnya Reguler :(",Min pengiriman pake Next Day kenapa udah hari ke belom sampe Ada kompensasinya ngga nih Bayar NextDay dapetnya Reguler,min pengiriman pake next day kenapa udah hari ke belom sampe ada kompensasinya ngga nih bayar nextday dapetnya reguler,"['min', 'pengiriman', 'pake', 'next', 'day', 'kenapa', 'udah', 'hari', 'ke', 'belom', 'sampe', 'ada', 'kompensasinya', 'ngga', 'nih', 'bayar', 'nextday', 'dapetnya', 'reguler']","min,kirim,pake,next,day,kenapa,udah,hari,ke,bom,sampe,ada,kompensasi,ngga,nih,bayar,nextday,dapetnya,reguler","min,kirim,pake,next,day,kenapa,udah,hari,ke,bom,sampe,ada,kompensasi,ngga,nih,bayar,nextday,dapetnya,reguler","kirim,pake,next,kenapa,udah,hari,sampe,kompensasi,ngga,bayar,nextday,dapetnya,reguler",negatif
Paket uda 2 hari gak bergerak.. lagi puasa di pusat sortir ya @anteraja_id please deh.. gini nih kalo lupa klik ganti penganteran kalo belanja OL,Paket uda hari gak bergerak lagi puasa di pusat sortir ya please deh gini nih kalo lupa klik ganti penganteran kalo belanja OL,paket uda hari gak bergerak lagi puasa di pusat sortir ya please deh gini nih kalo lupa klik ganti penganteran kalo belanja ol,"['paket', 'uda', 'hari', 'gak', 'bergerak', 'lagi', 'puasa', 'di', 'pusat', 'sortir', 'ya', 'please', 'deh', 'gini', 'nih', 'kalo', 'lupa', 'klik', 'ganti', 'penganteran', 'kalo', 'belanja', 'ol']","paket,uda,hari,gak,gerak,lagi,puasa,di,pusat,sortir,ya,please,deh,gin,nih,kalo,lupa,klik,ganti,anter,kalo,belanja,ol","paket,uda,hari,gak,gerak,lagi,puasa,di,pusat,sortir,ya,please,deh,gin,nih,kalo,lupa,klik,ganti,anter,kalo,belanja,ol","paket,hari,gerak,lagi,puasa,pusat,sortir,please,kalo,lupa,klik,ganti,anter,kalo,belanja",negatif
